#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
## Generic strings;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_19302_DESC;Cuban president Fidel Castro is ill. Today he delegated his duties as President of the Council of state, President of the Council of Ministers, First Secretary of the Cuban Communist Party and the post of commander in chief of the armed forces to his brother Raúl Castro. This transfer of duties should be temporary while Fidel recoveres from surgery he underwent recently.;;;;;;;;;;X
EVT_19303_NAME;Castro retires;;;;;;;;;;X
EVT_19303_DESC;Despite everyone's best wishes, Fidel Castro has become too old and ill to continue to hold any public office. Today the National Assembly of People's Power unanimously chose his brother, Raúl Castro, as Fidel's successor as President of Cuba.;;;;;;;;;;X
EVT_19304_NAME;Castro retires;;;;;;;;;;X
EVT_19304_DESC;Fidel Castro has become too old and ill to continue to hold any public office. Today the Cuban National Assembly of People's Power unanimously chose his brother, Raúl Castro, as Fidel's successor as President of Cuba.;;;;;;;;;;X
EVT_61501_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_61501_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_61502_NAME;Ukrainian Civil War - Russian intervention;;;;;;;;;;X
EVT_61502_DESC;Our Russian friends have decided to send us valuable war materiel and supplies. Some Russian volunteers will also join our fight.;;;;;;;;;;X
EVT_61503_NAME;Ukrainian Civil War - Victory!;;;;;;;;;;X
EVT_61503_DESC;With help from our Russian allies, we have been victorious in this bloody struggle. Today the last Ukrainian government troops surrendered, Yushchenko fled the country and representatives of the new Ukrainian government signed a peace treaty in which they renounce their right to Novorossiya and recognize it as an independent state.;;;;;;;;;;X
EVT_61504_NAME;Troops return home;;;;;;;;;;X
EVT_61504_DESC;With help from Mother Russia, the rebels of Novorossiya have been victorious in the bloody struggle against the Kiev regime. Today the last Ukrainian government troops surrendered, Yushchenko fled the country and representatives of the new Ukrainian government signed a peace treaty in which they renounce their right to Novorossiya and recognize it as an independent state. Now that the war is over, our volunteers are returning home with valuable fighting experience.;;;;;;;;;;X
EVT_61505_NAME;Fate of Novorossiya;;;;;;;;;;X
EVT_61505_DESC;Novorosiya, despite initial progress in recovering from the war, has not been able to get the much wanted international recognition. The regime there is becoming unstable and some within the Kremlin are proposing that we annex it into Russia.;;;;;;;;;;X
EVT_86001_NAME;2004 Ukrainian presidential election;;;;;;;;;;X
EVT_86001_DESC;The initial vote of the 2004 Ukrainian presidential election was held on October 31, 2004. The results announced were a near-draw: official figures gave Yanukovych 39.32%% and Yushchenko 39.87%% of the votes cast. As no candidate reached the 50%% margin required for outright victory, a runoff election was to be held on November 21.;;;;;;;;;;X
EVT_86002_NAME;2004 Ukrainian presidential election - runoff;;;;;;;;;;X
EVT_86002_DESC;Runoff elections are being held today. Which candidate wins?;;;;;;;;;;X
EVT_86003_NAME;2004 Ukrainian presidential election - Yanukovych winner;;;;;;;;;;X
EVT_86003_DESC;In the November 21 runoff, Ukraine's electoral commission declared Prime Minister Viktor Yanukovych the winner. Observers for the OSCE said the run-off vote did not meet international standards and U.S. senior election observer, Senator Richard Lugar, called it a 'concerted and forceful program of election day fraud.';;;;;;;;;;X
EVT_86004_NAME;Orange Revolution begins;;;;;;;;;;X
EVT_86004_DESC;The Yushchenko campaign publicly called for protest on the dawn of election day, when allegations of fraud began to spread. Beginning on November 22,2004, massive protests started in cities across Ukraine: the largest, in Kiev's Maidan Nezalezhnosti (Independence Square), attracted an estimated 500,000 participants, who peacefully marched in front of the headquarters of the Verkhovna Rada, the Ukrainian parliament.;;;;;;;;;;X
EVT_86005_NAME;Orange Revolution - Russian reaction;;;;;;;;;;X
EVT_86005_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86006_NAME;Orange Revolution - U.S. reaction;;;;;;;;;;X
EVT_86006_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86007_NAME;Orange Revolution - Belarus reaction;;;;;;;;;;X
EVT_86007_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86008_NAME;Orange Revolution - Kazakh reaction;;;;;;;;;;X
EVT_86008_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86009_NAME;Orange Revolution - Kyrgyz reaction;;;;;;;;;;X
EVT_86009_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86010_NAME;Orange Revolution - Uzbek reaction;;;;;;;;;;X
EVT_86010_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86011_NAME;Orange Revolution - Georgian reaction;;;;;;;;;;X
EVT_86011_DESC;Although the Ukrainian electoral commission declared Prime Minister Viktor Yanukovych the winner of the election, massive protests soon began all across Ukraine, threatening to send the country into civil war.;;;;;;;;;;X
EVT_86012_NAME;East threatens secession;;;;;;;;;;X
EVT_86012_DESC;In the last days of November the decision of the Ukrainian Supreme Court was eagerly anticipated. Tensions rose when several local leaders in Eastern Ukraine began to threaten with secession if election results were not confirmed.;;;;;;;;;;X
EVT_86013_NAME;Supreme Court's decision;;;;;;;;;;X
EVT_86013_DESC;After five days of deliberations, Ukraine's Supreme Court declared the results of the run-off election to be invalid. The court's chairman, Anatoly Yarema, ordered that a repeat vote should take place within three weeks counting from December 5.;;;;;;;;;;X
EVT_86014_NAME;2004 Ukrainian presidential election - repeat vote;;;;;;;;;;X
EVT_86014_DESC;The second vote was re-run on December 26. Observers reported a much fairer vote, and Viktor Yushchenko won with about 52%% of the vote, to Yanukovych's 44%%. Yanukovych appealed to the election results. Meanwhile, smaller protests began in eastern Ukraine.;;;;;;;;;;X
EVT_86015_NAME;Repeat vote confirmed;;;;;;;;;;X
EVT_86015_DESC;The Supreme Court of Ukraine today announced its decision to decline the appeal of Yanukovych. Protests in eastern Ukraine intensified, with heavy talks of secession of eastern, Russian-dominated parts of Ukraine in recent days. Several armed clashes with the police ensued in Donetsk and on the Crimea peninsula, and the Ukrainian Armed Forces were put on alert. Civil war seems imminent.;;;;;;;;;;X
EVT_86016_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_86016_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to the unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_86017_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_86017_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to the unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_86018_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_86018_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to the unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_86019_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_86019_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to the unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_86020_NAME;Ukrainian Civil War begins;;;;;;;;;;X
EVT_86020_DESC;Ukraine has been sinking deeper and deeper into crisis for several months due to the unresolved presidential election crisis. The climax has been reached today when eastern, Russian-dominated parts of Ukraine proclaimed independence under the name of Republic of Novorossiya. The new self-proclaimed country comprises of Kharkiv, Lugansk and Donetsk provinces and the vautonomous region of Crimea. Parts of the Ukrainian army stationed in the east of the country began to switch sides, and there are rumors of Russian covert aid to the rebels.;;;;;;;;;;X
EVT_86021_NAME;Ukrainian Civil War - German intervention;;;;;;;;;;X
EVT_86021_DESC;Our German friends have decided to send us valuable war materiel and supplies.;;;;;;;;;;X
EVT_86022_NAME;Ukrainian Civil War - French intervention;;;;;;;;;;X
EVT_86022_DESC;Our French friends have decided to send us valuable war materiel and supplies.;;;;;;;;;;X
EVT_86023_NAME;Ukrainian Civil War - American intervention;;;;;;;;;;X
EVT_86023_DESC;Our American friends have decided to send us valuable war materiel and supplies.;;;;;;;;;;X
EVT_86024_NAME;Ukrainian Civil War - Defeat!;;;;;;;;;;X
EVT_86024_DESC;With help from their Russian allies, the rebels have been victorious in this bloody struggle. Today the last Ukrainian government troops surrendered, Yushchenko fled the country and representatives of the new Ukrainian government signed a peace treaty in which they renounce their right to Novorossiya and recognize it as an independent state.;;;;;;;;;;X
EVT_86025_NAME;Ukrainian Civil War - Victory!;;;;;;;;;;X
EVT_86025_DESC;With help from our Western allies, we have been victorious in this bloody struggle. Today the last rebel troops surrendered and representatives of the Novorossiyan government signed a peace treaty in which they renounce their right to independence.;;;;;;;;;;X
EVT_86026_NAME;Joining Russia and Belarus;;;;;;;;;;X
EVT_86026_DESC;Russia and Belarus have demonstrated the political feasibility of supranational cooperation by forming a federation. Our regime is quite unstable and could benefit from joining this union...;;;;;;;;;;X
EVT_86027_NAME;Ukraine asks to join the union;;;;;;;;;;X
EVT_86027_DESC;Following our unification with Belarus today, Ukraine has expressed an official request to join our Federation.;;;;;;;;;;X
EVT_86028_NAME;Ukraine annexed;;;;;;;;;;X
EVT_86028_DESC;Following the request of the Ukrainian leadership to join the Russia-Belarus Union, Russia quickly responded by marching troops into Ukraine. We have lost an importan ally in Eastern Europe.;;;;;;;;;;X
EVT_86029_NAME;Ukraine annexed;;;;;;;;;;X
EVT_86029_DESC;Following the request of the Ukrainian leadership to join the Russia-Belarus Union, Russia quickly responded by marching troops into Ukraine. We have lost an importan ally in Eastern Europe.;;;;;;;;;;X
EVT_86030_NAME;Ukraine annexed;;;;;;;;;;X
EVT_86030_DESC;Following the request of the Ukrainian leadership to join the Russia-Belarus Union, Russia quickly responded by marching troops into Ukraine. We have lost an importan ally in Eastern Europe.;;;;;;;;;;X
EVT_86031_NAME;Guarantee independence of Ukraine?;;;;;;;;;;X
EVT_86031_DESC;Ukrainian Civil War has shown that Russia intends to continue its Soviet-era politics of keeping eastern European countries under its boot. We should consider the option of announcing our support to Ukrainians by openly guaranteeing their independence and sovereignty. This will draw heavy criticism from Moscow however...;;;;;;;;;;X
EVT_86032_NAME;USA guarantees Ukrainian independence;;;;;;;;;;X
EVT_86032_DESC;The United States are as of now openly guaranteeing the independence of Ukraine. This means that any further attempt of ours to endanger Ukraine's sovereignty will be considered as an act of war.;;;;;;;;;;X
EVT_86301_NAME;Yushchenko inaugurated;;;;;;;;;;X
EVT_86301_DESC;Viktor Yushshenko was today inaugurated as the new President of Ukraine. Yulia Tymoshenko was appointed as the new Prime Minister. It seems that the election crisis is finally coming to an end.;;;;;;;;;;X
EVT_86302_NAME;Tymoshenko government falls;;;;;;;;;;X
EVT_86302_DESC;Several months into her government, numerous inner conflicts inside the coalition began to damage Tymoshenko's administration. On September 8,2005, after the resignation of several senior officials, Yulia Tymoshenko's government was dismissed by President Viktor Yushchenko. She was succeeded by Yuriy Yehanurov.;;;;;;;;;;X
EVT_86451_NAME;Ukrainian parliamentary election 2006;;;;;;;;;;X
EVT_86451_DESC;Legislative elections are held in Ukraine today. Which party wins?;;;;;;;;;;X
EVT_86452_NAME;Ukrainian parliamentary election 2007;;;;;;;;;;X
EVT_86452_DESC;Legislative elections are held in Ukraine today. Which party wins?;;;;;;;;;;X
EVT_28501_NAME;Religious items law;;;;;;;;;;X
EVT_28501_DESC;In December 2003, President Jacques Chirac decided to act on the part of the Stasi report which recommended banning conspicuous religious symbols from schools. This meant that the legislature could adopt the recommendations. On February 10, 2004 the lower house voted by a large majority (494 for, 36 against, 31 abstentions) in support of the ban, which includes the caveat that the ban will be reviewed after it has operated for one year.;;;;;;;;;;x,;;;;;;
